,year,make,model,sub_model,city,state,mileage,price,exterior_color,interior_color,mpg_city,mpg_hwy,engine,transmission,drive_type,fuel_type,popular_feature,vehicle_history,cpo
82,2012,Toyota,['Camry'],SE I4 Automatic,Venice,CA,"83,739","$11,590",White,Other,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
83,2015,Chevrolet,['Cruze'],LT with 1LT Automatic,Santa Monica,CA,"72,000","$8,289",Summit White,Jet Black,26,38,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
84,2015,Honda,['Civic'],EX Sedan CVT,Santa Monica,CA,"95,970","$10,998",Alabaster Silver Metallic,Unknown,30,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Moonroof', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
85,2018,Audi,['Q5'],Premium Plus,Santa Monica,CA,"29,501","$32,793",Ibis White,Black,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
86,2018,Audi,['Q5'],Premium Plus,Santa Monica,CA,"30,964","$32,894",Manhattan Gray Metallic,Nougat Brown,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
87,2017,Honda,['Accord'],EX Sedan CVT,Santa Monica,CA,"45,935","$16,071",Modern Steel Metallic,Black,27,36,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Backup Camera', 'Moonroof', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
88,2018,Ford,['Escape'],SE FWD,Santa Monica,CA,"29,688","$14,499",Ingot Silver Metallic,Charcoal Black,23,30,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
89,2018,Audi,['Q5'],Premium Plus,Santa Monica,CA,"31,095","$32,294",Ibis White,Black,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
90,2016,BMW,"['3', 'Series']",328i Sedan RWD (SULEV),Los Angeles,CA,"45,077","$19,999",Taupe,Black,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
91,2017,Honda,['CR-V'],EX-L FWD,Inglewood,CA,"74,079","$18,000",Basque Red Pearl Ii,Gray,28,34,1.5L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
92,2017,Honda,['Accord'],LX Sedan CVT,Santa Monica,CA,"32,211","$15,494",Crystal Black Pearl,Unknown,27,36,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
93,2018,Hyundai,['Elantra'],SEL 2.0L Sedan Automatic,Los Angeles,CA,"60,804","$11,300",Quartz White Pearl,Black,28,37,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Blind Spot System', 'Bluetooth', 'Multi-Zone Climate Control', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
94,2016,BMW,"['3', 'Series']",320i xDrive Sedan,Van Nuys,CA,"53,148","$16,995",Jet Black,Black,23,35,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
95,2017,Honda,['Civic'],EX Sedan CVT,Santa Monica,CA,"33,021","$15,529",Crystal Black Pearl,Black,31,40,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Remote Engine Start', 'Bluetooth', 'Moonroof', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
96,2015,Honda,['Civic'],LX Sedan CVT,Los Angeles,CA,"108,178","$8,999",Modern Steel Metallic,Gray,30,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
97,2017,Honda,['Accord'],LX Sedan CVT,Santa Monica,CA,"11,867","$16,163",Lunar Silver Metallic,Black,27,36,2.4L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
98,2019,Volkswagen,['Jetta'],SÂ Automatic,Los Angeles,CA,"30,634","$14,650",Pure White,Titan Black,30,40,1.4L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
99,2017,Toyota,['Camry'],SE I4 Automatic,Los Angeles,CA,"21,949","$15,499",Black,Black,24,33,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
100,2018,Audi,['Q5'],Premium Plus,Santa Monica,CA,"17,151","$34,994",Brilliant Black,Atlas Beige,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
101,2013,Mercedes-Benz,['SL'],SL 550 Roadster,Santa Monica,CA,"46,850","$33,589",Black,Unknown,17,25,4.7L V-8 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Bluetooth', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
102,2015,Nissan,['Murano'],SL FWD,Van Nuys,CA,"42,638","$18,988",Pearl White,Beige,21,28,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
103,2018,Audi,['Q5'],Premium Plus,Santa Monica,CA,"14,999","$35,893",Ibis White,Atlas Beige,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
104,2011,Audi,['A4'],Premium Sedan 2.0T FrontTrak CVT,Sherman Oaks,CA,"107,430","$8,995",Phantom Black Pearl,Black,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Audio', 'Moonroof', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
105,2018,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Encino,CA,"24,623","$27,997",Black,Black,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Remote Engine Start', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
106,2015,Chrysler,"['Town', '&', 'Country']",Touring,Los Angeles,CA,"104,465","$8,999",Bright White Clearcoat,Black/Light Graystone,17,25,3.6L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Power Trunk/Liftgate', 'Third Row Seating', 'Backup Camera']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
107,2016,Ford,['Fiesta'],S Hatchback,Los Angeles,CA,"52,079","$7,599",Oxford White,Charcoal Black,28,36,1.6L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
108,2019,Nissan,['Armada'],SL RWD,Inglewood,CA,"36,965","$29,500",Hermosa Blue Pearl,Charcoal,14,19,5.6L V-8 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Remote Engine Start', 'Adaptive Cruise Control', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Third Row Seating', 'Multi-Zone Climate Control', 'Blind Spot System', 'Parking Sensors', 'Tow Hitch']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
109,2016,Mazda,['Mazda6'],i Touring Automatic,Los Angeles,CA,"68,351","$11,995",Meteor Gray Mica,Black,26,38,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Backup Camera', 'Premium Seat Material', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
110,2018,Audi,['A3'],Premium Sedan 2.0 FWD,Santa Monica,CA,"12,174","$21,694",Nano Gray Metallic,Black,26,35,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth', 'Moonroof', 'Front Heated Seats', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
111,2014,Toyota,['Prius'],Two,Los Angeles,CA,"117,228","$8,999",Blizzard Pearl,Misty Gray,51,48,1.8L Inline-4 Hybrid,Automatic,FWD,Hybrid,"['Premium Wheels', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
112,2019,Kia,['Soul'],+ Automatic,Los Angeles,CA,"39,709","$12,200",Clear White,Black,25,30,2.0L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
113,2009,BMW,"['3', 'Series']",328i xDrive Coupe AWD SULEV,Sherman Oaks,CA,"62,702","$11,995",Alpine White,Black,17,25,3.0L Inline-6 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Moonroof', 'Multi-Zone Climate Control']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '4']",False
114,2017,Nissan,['Sentra'],SV CVT,North Hollywood,CA,"85,403","$7,950",Cayenne Red,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
115,2013,smart,['fortwo'],Passion Coupe,North Hollywood,CA,"57,082","$5,500",Silver,Black,34,38,1.0L Inline-3 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
116,2018,Mercedes-Benz,['GLA'],GLA 250 FWD,Los Angeles,CA,"18,888","$24,999",Polar White,Black,24,33,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,"['Premium Wheels', 'Navigation', 'Remote Engine Start', 'Backup Camera', 'Power Trunk/Liftgate', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
117,2019,Nissan,['Rogue'],SV AWD,Inglewood,CA,"34,348","$16,500",Brilliant Silver Metallic,Charcoal,25,32,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
118,2012,Volvo,['S60'],T5 FWD,Venice,CA,"73,617","$11,990",Black,Black,20,30,2.5L Inline-5 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
119,2017,Nissan,['Sentra'],SV CVT,Los Angeles,CA,"42,455","$8,999",Super Black,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
120,2014,Ford,['Edge'],SE FWD,Los Angeles,CA,"131,844","$7,500",Tuxedo Black Metallic,Charcoal Black,19,27,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth']","['Frame Damaged', 'Personal or Rental Use', 'Clean', '1']",False
121,2018,Toyota,"['Yaris', 'iA']",Automatic,Los Angeles,CA,"24,770","$11,995",Chromium,Mid Blue Black,32,40,1.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['1 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
122,2018,Toyota,['RAV4'],LE FWD,Marina Del Rey,CA,"19,557","$19,844",Black,Unknown,23,30,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Lane Keep Assist', 'Bluetooth', 'Adaptive Cruise Control', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
123,2018,Toyota,['Tundra'],SR5 Double Cab 6.5' Bed 4.6L V8 RWD,Marina Del Rey,CA,"26,715","$34,889",Silver Sky Metallic,Unknown,15,19,4.6L V-8 Gas,Automatic,RWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Tow Hitch', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
124,2019,Ram,['3500'],Tradesman Crew Cab 8' Box 4WD,Inglewood,CA,"4,491","$45,000",Bright White Clearcoat,Black,N,cty,6.7L V-6 Diesel Turbocharged,Automatic,4WD,Diesel,"['Backup Camera', 'Tow Hitch', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
125,2019,Nissan,['Rogue'],SL AWD,Inglewood,CA,"37,219","$19,000",Gun Metallic,Charcoal,25,32,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
126,2017,Nissan,['Sentra'],SR CVT,Venice,CA,"33,205","$11,990",Aspen White,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Bluetooth', 'Premium Seat Material', 'Backup Camera']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
127,2015,Tesla,"['Model', 'S']",85 RWD,Santa Monica,CA,"22,520","$40,625",Black,Unknown,88,90,L - Electric,Automatic,RWD,Electric,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
128,2018,Ford,"['Transit', 'Passenger', 'Wagon']","T-350 XLT with Swing-Out RH Door 148"" Low Roof",Los Angeles,CA,"50,814","$22,795",Oxford White,Pewter,N,cty,3.7L V-6 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
129,2012,Toyota,['Camry'],XLE V6 Automatic,Venice,CA,"81,360","$13,990",Gray,Gray,21,30,3.5L V-6 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
130,2015,BMW,"['6', 'Series']",640i Coupe RWD,Los Angeles,CA,"44,887","$28,999",Ruby Black Metallic,Black,21,32,3.0L Inline-6 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Navigation', 'Front Heated Seats', 'Backup Camera', 'Bluetooth', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Parking Sensors']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
131,2017,Nissan,['Sentra'],S CVT,Venice,CA,"16,012","$11,590",Brilliant Silver,Charcoal,29,37,1.8L Inline-4 Gas,Automatic,FWD,Gas,['Bluetooth'],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
132,2015,Honda,['Civic'],LX Sedan CVT,North Hollywood,CA,"39,010","$11,400",Crystal Black Pearl,Black,30,39,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Bluetooth', 'Backup Camera']","['1 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
133,2008,Lexus,['ES'],ES 350,Los Angeles,CA,"65,577","$13,395",Black Sapphire,Black,19,27,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Moonroof']","['1 reported accidents', 'Personal or Rental Use', 'Theft Recovered', '1']",False
134,2008,Toyota,['Highlander'],V6 FWD,Santa Monica,CA,"119,715","$9,747",Classic Silver Metallic,Ash,18,24,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Third Row Seating']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
135,2017,Lexus,['RX'],RX 350 FWD,Santa Monica,CA,"25,343","$29,994",Atomic Silver,Stratus Gray,20,27,3.5L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material', 'Adaptive Cruise Control', 'Backup Camera', 'Power Trunk/Liftgate', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
136,2018,Audi,['Q5'],Premium,Santa Monica,CA,"18,787","$31,594",Florett Silver Metallic,Nougat Brown,23,27,2.0L Inline-4 Gas Turbocharged,Automatic,AWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
137,2017,Lexus,['RX'],RX 450h F Sport AWD,Los Angeles,CA,"36,160","$37,990",Nebula Gray Pearl,Red,31,28,3.5L V-6 Hybrid,Automatic,AWD,Hybrid,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
138,2017,Mercedes-Benz,['C-Class'],C 300 Sedan RWD,Santa Monica,CA,"31,411","$23,580",Silver,Black,23,30,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
139,2004,Maserati,['Coupe'],Cambiocorsa,Sherman Oaks,CA,"67,594","$18,995",Grigio Nuvolari Metallic,Brown,10,16,4.2L V-8 Gas,Automatic,RWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '5']",False
140,2013,BMW,"['3', 'Series']",328i Sedan SULEV,Los Angeles,CA,"24,847","$17,999",Jet Black,Black,22,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
141,2013,Lexus,['GS'],GS 350 RWD,Venice,CA,"101,243","$16,990",White,Black,19,28,3.5L V-6 Gas,Automatic,RWD,Gas,"['Premium Wheels', 'Premium Audio', 'Front Heated Seats', 'Backup Camera', 'Moonroof', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '3']",False
142,2016,Volkswagen,['e-Golf'],SE,Santa Monica,CA,"27,685","$10,449",Gray,Unknown,126,105,L - Electric,Automatic,FWD,Electric,"['Front Heated Seats', 'Backup Camera', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
143,2018,Toyota,['Corolla'],LE CVT,Los Angeles,CA,"52,007","$11,999",Galactic Aqua Mica,Black,28,36,1.8L Inline-4 Gas,Automatic,FWD,Gas,"['Adaptive Cruise Control', 'Backup Camera', 'Lane Keep Assist', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '2']",False
144,2013,Nissan,['Altima'],2.5 S Coupe,Van Nuys,CA,"89,992","$7,988",Cayenne Red Metallic,Charcoal,23,32,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Premium Seat Material']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '2']",False
145,2018,Audi,['A4'],ultra Premium FWD S tronic,Santa Monica,CA,"24,002","$24,993",Florett Silver Metallic,Black,27,37,2.0L Inline-4 Gas Turbocharged,Automatic,FWD,Gas,[],"['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
146,2012,BMW,"['3', 'Series']",328i Sedan SULEV,Los Angeles,CA,"109,681","$8,999",Jet Black,Venetian Beige,23,34,2.0L Inline-4 Gas Turbocharged,Automatic,RWD,Gas,"['Premium Wheels', 'Multi-Zone Climate Control', 'Premium Seat Material', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '3']",False
147,2014,Toyota,['Camry'],2014 L I4 Automatic,Venice,CA,"78,617","$11,990",White,Black,25,35,2.5L Inline-4 Gas,Automatic,FWD,Gas,[],"['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '4']",False
148,2019,Nissan,['Versa'],SV Sedan CVT,Venice,CA,"31,345","$10,990",Super Black,Charcoal,31,39,1.6L Inline-4 Gas,Automatic,FWD,Gas,"['Backup Camera', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
149,2019,Nissan,['Rogue'],SV AWD,Inglewood,CA,"38,114","$16,500",Gun Metallic,Charcoal,25,32,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Remote Engine Start', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
150,2020,Kia,['Sorento'],LX V6 FWD,Venice,CA,"13,295","$21,590",Snow White Pearl,Black,19,26,3.3L V-6 Gas,Automatic,FWD,Gas,"['Premium Wheels', 'Backup Camera', 'Third Row Seating', 'Bluetooth']","['0 reported accidents', 'Fleet or Mixed Use', 'Clean', '1']",False
151,2019,Nissan,['Rogue'],SL AWD,Inglewood,CA,"37,113","$19,000",Brilliant Silver Metallic,Charcoal,25,32,2.5L Inline-4 Gas,Automatic,AWD,Gas,"['Premium Wheels', 'Premium Audio', 'Premium Seat Material', 'Remote Engine Start', 'Adaptive Cruise Control', 'Lane Keep Assist', 'Bluetooth', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Multi-Zone Climate Control', 'Blind Spot System', 'Backup Camera']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
152,2018,Nissan,['Rogue'],S FWD,Venice,CA,"6,165","$18,990",Caspian Blue,Charcoal,26,33,2.5L Inline-4 Gas,Automatic,FWD,Gas,"['Navigation', 'Backup Camera', 'Blind Spot System', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",False
153,2017,Porsche,['Cayenne'],Turbo AWD,Los Angeles,CA,"21,069","$74,994",Jet Black Metallic,Black,14,21,4.8L V-8 Gas Turbocharged,Automatic,AWD,Gas,"['Premium Wheels', 'Power Trunk/Liftgate', 'Navigation', 'Front Heated Seats', 'Parking Sensors', 'Moonroof', 'Premium Audio', 'Premium Seat Material', 'Multi-Zone Climate Control', 'Bluetooth']","['0 reported accidents', 'Personal or Rental Use', 'Clean', '1']",True
